Teacher_Name,University_Currently_Teaching,Department,Province_University_Located,Designation,Terminal_Degree,Graduated_from,Country,Year,Area_of_Specialization,Other_Information,
Muhammad Asif Habib,"National Textile University,Faisalabad",Computer Science,Punjab,Assistant Professor,PhD,JKU,Austria,0,Computer Networks (Information Network Security (Access ControlAuthorization)   Cloud Computing Security),HEC Approved Supervisor,
Muhammad Asif,"National Textile University,Faisalabad",Computer Science,Punjab,Assistant Professor,PhD,Asian Institute of Technology,Thailand,0,SINF,HEC Approved Supervisor,
Rehan Ashraf,"National Textile University,Faisalabad",Computer Science,Punjab,Assistant Professor,PhD,"University of Engineering and Technology,Taxila",Pakistan,0,Image classification   Image retrieval   Content-Based Image Retrieval   Machine learning   Computer vision,NINGUNA,
Mudassar Ahmad,"National Textile University,Faisalabad",Computer Science,Punjab,Assistant Professor,PhD,University of Technology,Malaysia,0,SINF,NINGUNA,
Sohail Jabbar,"National Textile University,Faisalabad",Computer Science,Punjab,Assistant Professor,PhD,"Bahria University,Islamabad",Pakistan,0,Wireless Communication and Networks,NINGUNA,
Nadeem Faisal,"National Textile University,Faisalabad",Computer Science,Punjab,Lecturer,PhD,University of Oviedo,Spain,2017,E-commerce   usability testing   User interface design   User acceptance testing   User experience design   Databases   Requirement engineering   analysis   Human-computer-interaction.,NINGUNA,
Haseeb Ahmad,"National Textile University,Faisalabad",Computer Science,Punjab,Assistant Professor,PhD,Beijing University of Posts & Telecommunications,China,2017,Data Mining (Classification   Prediction   Online Social Networks   Recommender Systems and other similar topics)   Information Security (Privacy preservation   Authentication and other similar topics).,NINGUNA,
Shahbaz Ahmed,"National Textile University,Faisalabad",Computer Science,Punjab,Assistant Professor,MSCS,"University of Agriculture, Faisalabad",Pakistan,2005,Geographical Information System   Advanced theory of Computation   Big Data Analytics,NINGUNA,
Mubeen Aslam,"National Textile University,Faisalabad",Computer Science,Punjab,Assistant Professor,MSCS,"University of Agriculture, Faisalabad",Pakistan,0,SINF,NINGUNA,
Muhammad Adeel,"National Textile University,Faisalabad",Computer Science,Punjab,Lecturer,MSCS,"Government College University,Faisalabad",Pakistan,2011,SINF,NINGUNA,
Muhammad Shahid,"National Textile University,Faisalabad",Computer Science,Punjab,Lecturer,MSSE,Link√∂ping University,Sweden,2008,Software Engineering   Model-Based Software Engineering   Model-Based Testing   Software Architecture and Design   Software Process Improvement   Formal Methods   Model Checking   Software Quality Assurance   Software Testing   Programming Techniques   Parallel Programming   Mobile Computing   Autimated Testing,NINGUNA,
Nasir Mahmood,"National Textile University,Faisalabad",Computer Science,Punjab,Lecturer,MSc,"University of Engineering and Technology,Taxila",Pakistan,2009,Computer Architecture   Operating System   Computer Networks,NINGUNA,
Umer Ali Khan,"National Textile University,Faisalabad",Computer Science,Punjab,Lecturer,MSSE,"University of Engineering and Technology,Taxila",Pakistan,0,SINF,NINGUNA,
Shahbaz Ahmad Sahi,"National Textile University,Faisalabad",Computer Science,Punjab,Lecturer,MSCS,National Textile University,Pakistan,2014,Research Paper Recommender Systems (Co-Citation   Bibliographic Analysis   Content and Metadata based Recommendation)   Information Retrieval in Digital Libraries (Rule based information extraction from PDF sources),NINGUNA,
Muhammad,"National Textile University,Faisalabad",Computer Science,Punjab,Lecturer,MSIT,National University of Sciences and Technology,Pakistan,2016,Wireless Sensor Networks (WSN)   Wireless Body Area Networks (WBAN)   Internet of Things (IoT)   Energy Harvesting (EH),NINGUNA,
Muhammad Ayzed Mirza,"National Textile University,Faisalabad",Computer Science,Punjab,Lecturer,MSCS,National Textile University,Pakistan,0,Wireless Networks   Cognitive Radio Networks.,NINGUNA,
Muhammad Raheel Zafar,"National Textile University,Faisalabad",Computer Science,Punjab,Lecturer,MSCS,"University of Agriculture, Faisalabad",Pakistan,0,SINF,NINGUNA,
Ammar Rafiq,NFC Institute of Engineering and Fertilizer Research,Computer Science,Punjab,Head of Department,MS,National University of Sciences and Technology,Pakistan,0,Network Techonologies   Information Technology,PhD in progress,
Muhammad Asim Mubarik,NFC Institute of Engineering and Fertilizer Research,Computer Science,Punjab,Assistant Professor,MS,National University of Sciences and Technology,Pakistan,0,Programming   Networks,PhD in progress,
Rasool Bukhsh,NFC Institute of Engineering and Fertilizer Research,Computer Science,Punjab,Lecturer,MS,"COMSATS Institute of Information Technology,Islamabad",Pakistan,0,SINF,NINGUNA,
Awais Bilal,NFC Institute of Engineering and Fertilizer Research,Computer Science,Punjab,Lecturer,MS,National University of Sciences and Technology,Pakistan,0,SINF,NINGUNA,
Anum Ejaz,NFC Institute of Engineering and Fertilizer Research,Computer Science,Punjab,Lecturer,MS,National Textile University,Pakistan,0,Software Engineering,NINGUNA,
Aden Iqbal,NFC Institute of Engineering and Fertilizer Research,Computer Science,Punjab,Lecturer,MS,National Textile University,Pakistan,0,SINF,NINGUNA,
Amna Yasin,NFC Institute of Engineering and Fertilizer Research,Computer Science,Punjab,Lecturer,MS,"COMSATS Institute of Information Technology,Islamabad",Pakistan,0,SINF,NINGUNA,
Fiaz Waheed,NFC Institute of Engineering and Fertilizer Research,Computer Science,Punjab,Lab Engineer,BS,University of Engineering and Technology,Pakistan,0,SINF,MS in progress,
Najam Farooq,NFC Institute of Engineering and Fertilizer Research,Computer Science,Punjab,Lab Engineer,BSc,"Government College University,Faisalabad",Pakistan,0,SINF,NINGUNA,
Tanveer Younis,NFC Institute of Engineering and Fertilizer Research,Computer Science,Punjab,Lab Engineer,BS,University of Engineering and Technology,Pakistan,0,SINF,MS in progress,
Muhammad Sheraz Arshad,"Riphah University,Faisalabad",Computer Science,Punjab,Assistant Professor/Principal,PhD,Universiti Teknologi PETRONAS,Malaysia,0,SINF,NINGUNA,
Mudassar Ahmed,"Riphah University,Faisalabad",Computer Science,Punjab,Assistant Professor,PhD,Universiti Teknologi PETRONAS,Malaysia,0,SINF,NINGUNA,
Ijaz Ali Shoukat,"Riphah University,Faisalabad",Computer Science,Punjab,Assistant Professor,PhD,Universiti Teknologi PETRONAS,Malaysia,0,SINF,NINGUNA,
Uzair Saeed,"Riphah University,Faisalabad",Computer Science,Punjab,Assistant Professor,MS,Nottingham Trent University,UK,0,SINF,NINGUNA,
Zohaib Latif,"Riphah University,Faisalabad",Computer Science,Punjab,Assistant Professor,MS,University of Glasgow,UK,0,SINF,NINGUNA,
Muhammad Waleed,"Riphah University,Faisalabad",Computer Science,Punjab,Assistant Professor,MS,"University of Agriculture, Faisalabad",Pakistan,0,SINF,NINGUNA,
Shahid Mehmood,"Riphah University,Faisalabad",Computer Science,Punjab,Lecturer,MSc,Coventry University,UK,0,SINF,NINGUNA,
Usman Ahmed,"Riphah University,Faisalabad",Computer Science,Punjab,Lecturer,MS,University of Engineering and Technology,Pakistan,0,SINF,NINGUNA,
Tahir Farooq,"Riphah University,Faisalabad",Computer Science,Punjab,Lecturer,BS,National Textile University,Pakistan,0,SINF,MS in progress,
Mohsan Rehman,"Riphah University,Faisalabad",Computer Science,Punjab,Teaching Fellow,BS,"Riphah International University,Faisalabad",Pakistan,0,SINF,NINGUNA,
Shehla Ali,"Riphah University,Faisalabad",Computer Science,Punjab,Lecturer,MS,"University of Agriculture, Faisalabad",Pakistan,0,SINF,NINGUNA,
Aysha Ayub,"Riphah University,Faisalabad",Computer Science,Punjab,Lecturer,MS,Lahore College for Women University,Pakistan,0,SINF,NINGUNA,
Tallataf Rasheed,"Riphah University,Faisalabad",Computer Science,Punjab,Lecturer,MS,National University of Sciences and Technology,Pakistan,0,SINF,NINGUNA,
Fakhar-ul-Islam,Gift University,Computer Science,Punjab,Professor/Dean,MSc,George Washington University,USA,0,SINF,NINGUNA,
Fahad Javed,Gift University,Computer Science,Punjab,Assistant Professor,PhD,Lahore University of Management Sciences,Pakistan,0,SINF,NINGUNA,
Zeyad Amin,Gift University,Computer Science,Punjab,Assistant Professor/HoD ,MS,"FAST‚Äì National University of Computer and Emerging Sciences,Lahore",Pakistan,0,SINF,NINGUNA,
Muhammad Shakeel,Gift University,Computer Science,Punjab,Assistant Professor,MSc,"Australian National University, Caneberra",Australia,0,SINF,NINGUNA,
Muhammad Ziad Nayyar,Gift University,Computer Science,Punjab,Assistant Professor,MS,Government College University,Pakistan,0,SINF,PhD in progress,
Numan Sheikh,Gift University,Computer Science,Punjab,Assistant Professor,MS,Lahore University of Management Sciences,Pakistan,0,SINF,PhD in progress,
Zulfiqar Ahmad,Gift University,Computer Science,Punjab,Assistant Professor,M.Phil,National College of Business Administration and Economics,Pakistan,0,SINF,PhD in progress,
Muhammad Junaid Malik,Gift University,Computer Science,Punjab,Assistant Professor,MS,"COMSATS Institute of Information Technology,Wah Cantt",Pakistan,0,SINF,PhD in progress,
Faiza Ayub Syed,Gift University,Computer Science,Punjab,Lecturer,MS,"University of Engineering and Technology,Taxila",Pakistan,0,SINF,NINGUNA,
Shahid Manzoor,"Punjab University,Gujranwala Campus",Computer Science,Punjab,Assistant Professor,PhD,"Swedish University of Agricultural Sciences, Uppsala",Sweden,2014,NGS Data (Assembly   Annotation   Metabolic Pathways Analysis)   Computational Biology.,On study leave,
Muhammad Younas,"Punjab University,Gujranwala Campus",Computer Science,Punjab,Assistant Professor/Incharge Department,MCS,University of the Punjab,Pakistan,2004,Software engineering   Project Management   Programming   Management Information System   Geographic Information Systems   Information System Control and audit   DBMS,MS in progress,
 Naveed Ahmad Khan Jhamat,"Punjab University,Gujranwala Campus",Computer Science,Punjab,Assistant Professor,MSc,University of the Punjab,Pakistan,0,SINF,On study leave,
Ghulam Mustafa,"Punjab University,Gujranwala Campus",Computer Science,Punjab,Assistant Professor,PhD,Beijing Institute of Technology,China,0,SINF,NINGUNA,
Salman Naseer,"Punjab University,Gujranwala Campus",Computer Science,Punjab,Assistant Professor,MS,Lahore Leads University,Pakistan,2015,SINF,On study leave,
Faiza Ejaz,"Punjab University,Gujranwala Campus",Computer Science,Punjab,Lecturer,MSc,University of the Punjab,Pakistan,2013,SINF,PhD in progress,
Zeeshan Arshad,"Punjab University,Gujranwala Campus",Computer Science,Punjab,Lecturer,MS,"COMSATS Institute of Information Technology,Lahore",Pakistan,2014,SINF,NINGUNA,
Kashif Riaz,"Punjab University,Gujranwala Campus",Computer Science,Punjab,Lecturer,MS,"COMSATS Institute of Information Technology,Islamabad",Pakistan,2013,SINF,NINGUNA,
Muhammad Shahzad Sarfraz,University of Gujrat,Computer Science,Punjab,Associate Professor/HoD,PhD,Asian Institute of Technology,Thailand,0,using Geospatial technologies to strengthen and integrate health systems,NINGUNA,
Abdur Rehman,University of Gujrat,Computer Science,Punjab,Assistant Professor,PhD,University of Engineering and Technology,Pakistan,0,His core expertise are in the field of machine learning and his focused area of research is AÄúText ClassificationAÄù. ,NINGUNA,
Mubbashar Hussain,University of Gujrat,Computer Science,Punjab,Assistant Professor,MS,University of the Punjab,Pakistan,0,SINF,NINGUNA,
Najeeb-Ur-Rehman,University of Gujrat,Computer Science,Punjab,Assistant Professor,MS,"FAST‚Äì National University of Computer and Emerging Sciences,Lahore",Pakistan,0,Trusted Computing along with Agent Oriented Technologies   and Machine Learning along with Data Mining,NINGUNA,
Saliha Zahoor,University of Gujrat,Computer Science,Punjab,Assistant Professor,MS,University of Gujrat,Pakistan,0,SINF,NINGUNA,
Waqas Haider Khan Bangyal,University of Gujrat,Computer Science,Punjab,Assistant Professor,SD,"IQRA University,Islamabad",Pakistan,0,Computational Intelligence and Artificial Neural Network,PhD in progress,
Zafar Mehmood,University of Gujrat,Computer Science,Punjab,Assistant Professor,MS,University of Gujrat,Pakistan,0,SINF,NINGUNA,
Ehtisham Rashid,University of Gujrat,Computer Science,Punjab,Lecturer,MS,Lahore University of Management Sciences,Pakistan,0,SINF,NINGUNA,
Fakhra Nazir,University of Gujrat,Computer Science,Punjab,Lecturer,MS,National University of Sciences and Technology,Pakistan,0,SINF,NINGUNA,
Hafiza Basserat Fatima,University of Gujrat,Computer Science,Punjab,Lecturer,MS,University of the Punjab,Pakistan,0,Human Acceptance of Autonomous Social Media Agent,NINGUNA,
Muhammad Abo Bakar Aslam,University of Gujrat,Computer Science,Punjab,Lecturer,MS,"University of Engineering and Technology,Taxila",Pakistan,0,Computer Engineering,NINGUNA,
Saleem Afzal,University of Gujrat,Computer Science,Punjab,Lecturer,BS,Hamdard University,Pakistan,0,SINF,NINGUNA,
Zaheer Ahmed,University of Gujrat,Computer Science,Punjab,Lecturer,MS,Jonkoping University,Sweden,0,Enterprise Modeling   Software Engineering   Information Retrieval   Information and Knowledge Modeling and Information Logistics,NINGUNA,
Zahid Iqbal,University of Gujrat,Computer Science,Punjab,Lecturer,MS,"FAST‚Äì National University of Computer and Emerging Sciences,Islamabad",Pakistan,0,SINF,NINGUNA,
Ayesha Rashid,University of Gujrat,Computer Science,Punjab,Associate Professor,MS,University of Gujrat,Pakistan,0,SINF,NINGUNA,
Shah Khusro,University of Peshawar,Computer Science,KPK,Professor/HoD,PhD,Vienna University of Technology,Austria,0,Web Engineering   Web Semantics   Web 2.0   Lifelogging   Smartphones   Information Overload   Technology for People with Special Needs,NINGUNA,
Azhar Rauf,University of Peshawar,Computer Science,KPK,Professor,PhD,Colorado Technical University,USA,2006,Database Security (Fine Grained Security Techniques   K-Anonymity   Digital Watermarking   Data Encryption)   Data Warehousing (Data Quality Techniques   Data De-duplication)   Data Mining   Big Data Analytics,"Remained at the Chancellor‚Äôs list by achieving 4.0 CGPA during the MS Computer Science Program at Colorado Technical University, USA",
Muhammad Abid,University of Peshawar,Computer Science,KPK,Professor,PhD,Cranfield University,UK,1990,Sentiment Analysis   Text Simplification   Plagiarism Detection   Automatic paraphrasing,NINGUNA,
Saeed Mahfooz,University of Peshawar,Computer Science,KPK,Professor,PhD,Liverpool John Moores University,UK,2001,Networks   Mobile Adhoc networks   Wireless sensor Networks   Distrinuted systems   Differential services   Routing Algorithms   Internet Protocol IPv6,NINGUNA,
Sara Shahzad,University of Peshawar,Computer Science,KPK,Associate Professor,PhD,Technical University of Graz,Austria,2010,Agile Software Development   Software Quality   Empirical Research in Software Engineering,NINGUNA,
Abdul Haseeb Malik,University of Peshawar,Computer Science,KPK,Assistant Professor,PhD,University of York,UK,2012,Concurrency and Parallelism Operating System Kernels Programming Languages Computer Architecture Internet of Things,NINGUNA,
Asim Jalal,University of Peshawar,Computer Science,KPK,Assistant Professor,PhD,University of Southampton,UK,0,Human Computer Interaction   Technology Enhanced Learning   Learning Analytics   Persuasive Technologies   UX Design,NINGUNA,
Huma Javed,University of Peshawar,Computer Science,KPK,Assistant Professor,PhD,Liverpool John Moores University,UK,2008,Middleware   Sensor networks   Embedded systems   Pervasive computing   Wireless communications.,Currently Member of Board of  Studies of Kohat University and Shaheed Benazir Bhutto  University,
Muhammad Naeem,University of Peshawar,Computer Science,KPK,Assistant Professor,PhD,Brock University Canada,Canada,0,SINF,NINGUNA,
